,0,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,TotalSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
684,,1195.0,644.0,0.0,4.0,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1195.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,0.0,PConc,2.0,Typ,486.0,2.0,TA,Fin,TA,Attchd,1998.0,1839.0,1.0,GasA,Gd,2Story,1.0,TA,Lvl,Gtl,16770.0,CulDSac,IR2,0.0,60,RL,30.0,BrkFace,0.0,6,NoRidge,81.0,5,7.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,7.0,1195.0,3034.0,AllPub,0.0,1998.0,1998.0,2010
685,,1190.0,900.0,0.0,3.0,TwnhsE,TA,Mn,828.0,182.0,GLQ,LwQ,1.0,0.0,Gd,180.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,HdBoard,HdBoard,1.0,CBlock,2.0,Min1,577.0,2.0,TA,Fin,TA,Attchd,1984.0,2090.0,0.0,GasA,Gd,2Story,1.0,Gd,Lvl,Gtl,5062.0,CulDSac,IR1,0.0,160,RL,0.0,None,0.0,9,StoneBr,0.0,5,7.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,6.0,1190.0,3280.0,AllPub,219.0,1984.0,1984.0,2007
686,,874.0,887.0,0.0,3.0,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,874.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,0.0,PConc,3.0,Typ,578.0,2.0,TA,Fin,TA,Attchd,2007.0,1761.0,0.0,GasA,Ex,2Story,1.0,Gd,Lvl,Gtl,10207.0,Inside,Reg,0.0,60,FV,0.0,None,0.0,8,Somerst,105.0,6,7.0,Y,0.0,CompShg,Gable,Partial,New,0.0,Pave,7.0,874.0,2635.0,AllPub,144.0,2007.0,2007.0,2007
687,,551.0,551.0,0.0,2.0,TwnhsE,TA,No,239.0,0.0,GLQ,Unf,0.0,0.0,Gd,312.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,MetalSd,MetalSd,0.0,PConc,2.0,Typ,480.0,2.0,TA,Unf,TA,Detchd,2004.0,1102.0,1.0,GasA,Ex,2Story,1.0,Gd,Lvl,Gtl,5105.0,FR2,IR2,0.0,160,FV,0.0,None,0.0,3,Somerst,60.0,5,7.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,4.0,551.0,1653.0,AllPub,0.0,2004.0,2004.0,2007
688,,1419.0,0.0,0.0,2.0,1Fam,TA,Av,945.0,0.0,GLQ,Unf,1.0,0.0,Gd,474.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,MetalSd,MetalSd,1.0,PConc,2.0,Typ,567.0,2.0,TA,RFn,TA,Attchd,2007.0,1419.0,0.0,GasA,Ex,1Story,1.0,Gd,HLS,Gtl,8089.0,Inside,Reg,0.0,20,RL,0.0,BrkFace,0.0,10,StoneBr,0.0,6,8.0,Y,0.0,CompShg,Gable,Partial,New,0.0,Pave,7.0,1419.0,2838.0,AllPub,140.0,2007.0,2007.0,2007
689,,1362.0,0.0,0.0,2.0,TwnhsE,TA,Av,20.0,0.0,ALQ,Unf,0.0,0.0,Gd,1342.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,1.0,PConc,2.0,Typ,460.0,2.0,TA,RFn,TA,Attchd,2005.0,1362.0,0.0,GasA,Ex,1Story,1.0,Gd,Lvl,Gtl,7577.0,Corner,IR1,0.0,120,RL,256.0,Stone,0.0,6,NridgHt,28.0,5,6.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,6.0,1362.0,2724.0,AllPub,192.0,2005.0,2006.0,2007
690,,848.0,0.0,0.0,1.0,TwnhsE,TA,Gd,697.0,0.0,GLQ,Unf,1.0,0.0,Gd,151.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,1.0,PConc,1.0,Typ,420.0,2.0,TA,RFn,TA,Attchd,2004.0,848.0,0.0,GasA,Ex,1Story,1.0,Gd,Lvl,Gtl,4426.0,Inside,Reg,0.0,120,RM,147.0,BrkFace,0.0,5,CollgCr,0.0,5,6.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,3.0,848.0,1696.0,AllPub,149.0,2004.0,2004.0,2008
691,,2444.0,1872.0,0.0,4.0,1Fam,TA,Gd,1455.0,0.0,GLQ,Unf,0.0,1.0,Ex,989.0,Y,Norm,Norm,SBrkr,0.0,TA,Ex,HdBoard,HdBoard,2.0,PConc,3.0,Typ,832.0,3.0,TA,Fin,TA,Attchd,1994.0,4316.0,1.0,GasA,Ex,2Story,1.0,Ex,Lvl,Gtl,21535.0,Corner,IR1,0.0,60,RL,1170.0,BrkFace,0.0,1,NoRidge,50.0,6,10.0,Y,0.0,WdShngl,Gable,Normal,WD,0.0,Pave,10.0,2444.0,6760.0,AllPub,382.0,1994.0,1995.0,2007
692,,1238.0,1281.0,0.0,4.0,1Fam,TA,Gd,965.0,0.0,GLQ,Unf,1.0,0.0,Gd,245.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,MetalSd,MetalSd,2.0,PConc,2.0,Typ,628.0,2.0,TA,RFn,TA,Attchd,1989.0,2519.0,1.0,GasA,Ex,2Story,1.0,Gd,Lvl,Mod,26178.0,Inside,IR1,0.0,60,RL,293.0,BrkFace,0.0,4,Timber,27.0,5,7.0,Y,0.0,CompShg,Hip,Normal,WD,0.0,Pave,9.0,1210.0,3729.0,AllPub,320.0,1989.0,1990.0,2006
693,,1073.0,0.0,0.0,2.0,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,1073.0,Y,Norm,Norm,SBrkr,112.0,TA,TA,MetalSd,MetalSd,0.0,BrkTil,1.0,Typ,326.0,1.0,TA,Unf,TA,Detchd,1968.0,1073.0,0.0,GasA,Ex,1Story,1.0,TA,Lvl,Sev,5400.0,Corner,Reg,0.0,30,RL,0.0,None,0.0,12,OldTown,0.0,6,5.0,Y,0.0,CompShg,Gable,Abnorml,WD,0.0,Pave,4.0,1073.0,2146.0,AllPub,0.0,1921.0,1968.0,2006
694,,1067.0,472.0,0.0,3.0,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,927.0,Y,Norm,Norm,SBrkr,0.0,Fa,TA,Wd Sdng,Wd Sdng,0.0,BrkTil,1.0,Typ,576.0,2.0,TA,Unf,TA,Detchd,1995.0,1539.0,1.0,GasA,TA,1.5Fin,1.0,TA,Lvl,Gtl,6120.0,Corner,Reg,0.0,50,RM,0.0,None,0.0,4,BrkSide,0.0,6,5.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,5.0,927.0,2466.0,AllPub,112.0,1936.0,1950.0,2009
695,,1137.0,0.0,0.0,2.0,1Fam,Gd,No,980.0,40.0,GLQ,LwQ,1.0,0.0,Gd,92.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,1.0,CBlock,2.0,Typ,551.0,2.0,TA,Unf,TA,Attchd,1987.0,1137.0,0.0,GasA,Gd,1Story,1.0,Gd,Lvl,Gtl,13811.0,Inside,IR1,0.0,20,RL,72.0,BrkFace,0.0,7,Timber,0.0,6,6.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,5.0,1112.0,2249.0,AllPub,125.0,1987.0,1987.0,2006
696,,616.0,0.0,0.0,2.0,1Fam,TA,No,616.0,0.0,LwQ,Unf,0.0,0.0,TA,0.0,Y,Norm,Norm,SBrkr,129.0,TA,TA,Wd Sdng,Wd Shng,0.0,CBlock,1.0,Typ,205.0,1.0,TA,Unf,TA,Detchd,1921.0,616.0,0.0,GasA,Gd,1Story,1.0,TA,Lvl,Gtl,6000.0,Inside,Reg,0.0,30,RM,0.0,None,0.0,6,BrkSide,0.0,7,5.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,4.0,616.0,1232.0,AllPub,0.0,1921.0,1950.0,2006
697,,1148.0,0.0,0.0,2.0,1Fam,Gd,Mn,210.0,551.0,LwQ,ALQ,0.0,1.0,Ex,219.0,Y,Norm,Norm,FuseA,0.0,TA,TA,Wd Sdng,Wd Sdng,0.0,PConc,1.0,Typ,308.0,1.0,TA,Unf,TA,Detchd,1952.0,1148.0,0.0,GasA,Fa,1Story,1.0,TA,Lvl,Gtl,6420.0,Inside,IR1,0.0,20,RL,0.0,None,0.0,9,Edwards,0.0,7,5.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,6.0,980.0,2128.0,AllPub,0.0,1952.0,1952.0,2006
698,,894.0,0.0,0.0,3.0,1Fam,TA,No,553.0,117.0,GLQ,BLQ,1.0,0.0,TA,224.0,Y,RRAe,Norm,SBrkr,0.0,Gd,TA,MetalSd,MetalSd,1.0,CBlock,1.0,Typ,336.0,1.0,TA,Unf,TA,Detchd,1973.0,894.0,0.0,GasA,Ex,1Story,1.0,TA,Lvl,Gtl,8450.0,Inside,Reg,0.0,20,RL,0.0,None,0.0,4,Sawyer,144.0,8,5.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,5.0,894.0,1788.0,AllPub,416.0,1965.0,2009.0,2010
699,,1391.0,0.0,0.0,2.0,TwnhsE,TA,Mn,16.0,0.0,GLQ,Unf,0.0,0.0,Gd,1375.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,MetalSd,MetalSd,0.0,PConc,2.0,Typ,530.0,2.0,TA,RFn,TA,Attchd,2004.0,1391.0,0.0,GasA,Ex,1Story,1.0,Gd,Lvl,Gtl,4282.0,Inside,IR2,0.0,120,FV,0.0,None,0.0,7,Somerst,158.0,5,7.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,5.0,1391.0,2782.0,AllPub,156.0,2004.0,2004.0,2008
700,,1800.0,0.0,0.0,3.0,1Fam,TA,Gd,1274.0,0.0,GLQ,Unf,1.0,0.0,Ex,526.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,1.0,PConc,2.0,Typ,765.0,3.0,TA,Fin,TA,Attchd,2002.0,1800.0,0.0,GasA,Ex,1Story,1.0,Gd,Lvl,Gtl,14331.0,Inside,Reg,0.0,20,RL,630.0,BrkFace,0.0,5,Timber,78.0,5,8.0,Y,0.0,CompShg,Hip,Normal,WD,0.0,Pave,7.0,1800.0,3600.0,AllPub,270.0,2002.0,2002.0,2006
701,,1164.0,0.0,0.0,3.0,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,1164.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,0.0,CBlock,1.0,Typ,528.0,2.0,TA,Unf,TA,Attchd,1969.0,1164.0,1.0,GasA,TA,1Story,1.0,TA,Lvl,Gtl,9600.0,Inside,Reg,0.0,20,RL,168.0,BrkFace,0.0,7,NWAmes,0.0,5,7.0,Y,0.0,CompShg,Hip,Normal,COD,0.0,Pave,6.0,1164.0,2328.0,AllPub,0.0,1969.0,1969.0,2006
702,,1264.0,1312.0,0.0,4.0,1Fam,Gd,No,0.0,0.0,Unf,Unf,0.0,0.0,Ex,1234.0,Y,Norm,Norm,SBrkr,0.0,TA,Ex,VinylSd,VinylSd,1.0,PConc,2.0,Typ,666.0,3.0,TA,Fin,TA,BuiltIn,2006.0,2576.0,1.0,GasA,Ex,2Story,1.0,Ex,Lvl,Gtl,12438.0,Inside,IR1,0.0,60,RL,466.0,BrkFace,0.0,7,StoneBr,100.0,5,8.0,Y,0.0,CompShg,Hip,Partial,New,0.0,Pave,10.0,1234.0,3810.0,AllPub,324.0,2006.0,2006.0,2006
703,,1032.0,780.0,0.0,4.0,2fmCon,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,360.0,Y,Feedr,Norm,SBrkr,40.0,Gd,TA,Wd Sdng,Wd Sdng,1.0,BrkTil,2.0,Typ,672.0,2.0,TA,Unf,TA,Detchd,1999.0,1812.0,0.0,GasA,Gd,2Story,2.0,Gd,Lvl,Gtl,7630.0,Inside,Reg,0.0,190,RM,0.0,None,0.0,5,OldTown,0.0,9,5.0,N,0.0,CompShg,Gable,Normal,WD,0.0,Pave,8.0,360.0,2172.0,AllPub,344.0,1900.0,1996.0,2010
704,,1484.0,0.0,144.0,3.0,1Fam,TA,Av,712.0,0.0,GLQ,Unf,1.0,0.0,Gd,761.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,0.0,PConc,2.0,Typ,606.0,2.0,TA,RFn,TA,Attchd,2004.0,1484.0,0.0,GasA,Ex,1Story,1.0,Gd,Lvl,Gtl,8400.0,Inside,Reg,0.0,20,RL,109.0,BrkFace,0.0,5,CollgCr,35.0,5,7.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,7.0,1473.0,2957.0,AllPub,0.0,2004.0,2005.0,2010
705,,372.0,720.0,0.0,3.0,2fmCon,None,None,0.0,0.0,None,None,0.0,0.0,None,0.0,N,Norm,Norm,SBrkr,0.0,Fa,Fa,VinylSd,Wd Shng,0.0,Slab,2.0,Mod,0.0,0.0,,,,,0.0,1092.0,0.0,GasA,Fa,2Story,2.0,Fa,Lvl,Gtl,5600.0,Inside,Reg,0.0,190,RM,0.0,None,3500.0,7,IDOTRR,0.0,5,4.0,N,0.0,CompShg,Hip,Normal,WD,0.0,Pave,7.0,0.0,1092.0,AllPub,0.0,1930.0,1950.0,2010
706,,1824.0,0.0,0.0,2.0,1Fam,TA,Gd,1219.0,0.0,GLQ,Unf,1.0,0.0,Gd,424.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,Plywood,Plywood,2.0,CBlock,2.0,Typ,739.0,2.0,TA,Unf,TA,Attchd,1971.0,1824.0,0.0,GasA,TA,1Story,1.0,Gd,Low,Sev,115149.0,CulDSac,IR2,0.0,20,RL,351.0,Stone,0.0,6,ClearCr,48.0,5,7.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,5.0,1643.0,3467.0,AllPub,380.0,1971.0,2002.0,2007
707,,1324.0,0.0,0.0,2.0,TwnhsE,TA,No,863.0,0.0,GLQ,Unf,1.0,0.0,Gd,461.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,MetalSd,MetalSd,1.0,PConc,2.0,Typ,550.0,2.0,TA,Fin,TA,Attchd,2006.0,1324.0,0.0,GasA,Ex,1Story,1.0,Gd,Lvl,Gtl,6240.0,Inside,Reg,0.0,120,RL,176.0,BrkFace,0.0,12,NridgHt,38.0,5,8.0,Y,0.0,CompShg,Hip,Normal,WD,0.0,Pave,6.0,1324.0,2648.0,AllPub,192.0,2006.0,2006.0,2009
708,,728.0,728.0,0.0,3.0,1Fam,TA,Av,0.0,0.0,Unf,Unf,0.0,0.0,Gd,728.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,1.0,PConc,2.0,Typ,400.0,2.0,TA,Fin,TA,Attchd,2007.0,1456.0,1.0,GasA,Ex,2Story,1.0,Gd,Lvl,Gtl,9018.0,Inside,IR1,0.0,60,RL,0.0,None,0.0,7,Gilbert,24.0,5,7.0,Y,0.0,CompShg,Hip,Partial,New,0.0,Pave,8.0,728.0,2184.0,AllPub,100.0,2007.0,2007.0,2007
709,,904.0,0.0,0.0,3.0,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,876.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,0.0,PConc,1.0,Typ,408.0,1.0,TA,Unf,TA,Attchd,1966.0,904.0,0.0,GasA,TA,1Story,1.0,TA,Lvl,Gtl,7162.0,Inside,IR1,0.0,20,RL,41.0,BrkCmn,0.0,12,Sawyer,0.0,7,5.0,Y,0.0,CompShg,Gable,Abnorml,WD,0.0,Pave,6.0,876.0,1780.0,AllPub,0.0,1966.0,1966.0,2008
710,,729.0,0.0,0.0,2.0,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,270.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,0.0,CBlock,1.0,Maj2,0.0,0.0,,,,,0.0,729.0,0.0,GasA,Gd,1Story,1.0,TA,Lvl,Gtl,4130.0,Inside,IR1,0.0,30,RL,0.0,None,0.0,7,BrkSide,0.0,6,3.0,N,0.0,CompShg,Gable,Normal,WD,0.0,Pave,5.0,270.0,999.0,AllPub,0.0,1935.0,2003.0,2008
711,,859.0,319.0,0.0,2.0,1Fam,TA,Mn,0.0,0.0,Unf,Unf,0.0,0.0,TA,859.0,Y,Norm,Norm,SBrkr,98.0,TA,TA,MetalSd,MetalSd,0.0,Stone,1.0,Typ,384.0,1.0,TA,RFn,TA,Detchd,1964.0,1178.0,0.0,GasA,Gd,1.5Fin,1.0,TA,HLS,Mod,8712.0,Inside,Reg,0.0,50,C (all),0.0,None,0.0,1,IDOTRR,0.0,7,4.0,N,0.0,CompShg,Gable,Abnorml,WD,0.0,Pave,7.0,859.0,2037.0,AllPub,68.0,1900.0,1950.0,2010
712,,1228.0,0.0,0.0,2.0,TwnhsE,TA,Mn,767.0,0.0,GLQ,Unf,1.0,0.0,Gd,461.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,HdBoard,HdBoard,1.0,PConc,2.0,Typ,472.0,2.0,TA,Fin,TA,Attchd,1988.0,1228.0,0.0,GasA,Gd,1Story,1.0,Gd,HLS,Gtl,4671.0,Inside,IR1,0.0,120,RL,0.0,None,0.0,10,StoneBr,120.0,5,8.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,5.0,1228.0,2456.0,AllPub,168.0,1988.0,1989.0,2008
713,,960.0,0.0,0.0,3.0,2fmCon,TA,Av,789.0,0.0,ALQ,Unf,1.0,0.0,TA,171.0,N,RRAn,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,0.0,CBlock,1.0,Typ,576.0,2.0,TA,Unf,TA,Detchd,1970.0,960.0,0.0,GasW,TA,1Story,1.0,TA,Lvl,Gtl,9873.0,Inside,Reg,0.0,190,RL,160.0,BrkFace,0.0,5,BrkSide,288.0,5,4.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,6.0,960.0,1920.0,AllPub,0.0,1970.0,1970.0,2006
714,,725.0,754.0,0.0,3.0,1Fam,TA,No,533.0,0.0,GLQ,Unf,0.0,0.0,TA,192.0,Y,RRAe,Norm,SBrkr,0.0,TA,Gd,HdBoard,Plywood,0.0,CBlock,2.0,Typ,475.0,2.0,TA,RFn,TA,Attchd,1976.0,1479.0,1.0,GasA,Ex,2Story,1.0,Gd,Lvl,Gtl,13517.0,CulDSac,IR1,0.0,60,RL,289.0,BrkFace,0.0,3,Sawyer,44.0,8,6.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,6.0,725.0,2204.0,AllPub,0.0,1976.0,2005.0,2010
715,,1350.0,0.0,0.0,3.0,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1064.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,1.0,CBlock,2.0,Typ,478.0,2.0,TA,RFn,TA,Attchd,1974.0,1350.0,0.0,GasA,TA,1Story,1.0,TA,Lvl,Gtl,10140.0,Inside,Reg,0.0,20,RL,174.0,BrkFace,0.0,8,NWAmes,0.0,5,6.0,Y,0.0,CompShg,Hip,Normal,WD,0.0,Pave,7.0,1064.0,2414.0,AllPub,0.0,1974.0,1974.0,2009
716,,1576.0,978.0,0.0,3.0,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,718.0,Y,Norm,Norm,SBrkr,143.0,Gd,TA,Wd Sdng,VinylSd,0.0,BrkTil,1.0,Typ,704.0,2.0,TA,Unf,TA,Detchd,1996.0,2554.0,1.0,GasA,Ex,2Story,1.0,TA,Bnk,Gtl,10800.0,Inside,Reg,0.0,70,RM,0.0,None,0.0,7,OldTown,48.0,8,7.0,P,0.0,CompShg,Gable,Normal,WD,0.0,Pave,8.0,718.0,3272.0,AllPub,0.0,1890.0,1998.0,2007
717,,1178.0,0.0,0.0,3.0,1Fam,TA,No,1084.0,0.0,BLQ,Unf,0.0,1.0,Gd,92.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,1.0,CBlock,1.0,Typ,439.0,2.0,TA,Unf,TA,Attchd,1973.0,1178.0,1.0,GasA,Gd,1Story,1.0,Gd,Lvl,Gtl,10000.0,Inside,Reg,0.0,20,RL,0.0,None,0.0,11,NWAmes,0.0,6,5.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,5.0,1176.0,2354.0,AllPub,224.0,1973.0,2000.0,2008
718,,1325.0,1093.0,0.0,3.0,1Fam,TA,Gd,1173.0,0.0,GLQ,Unf,1.0,0.0,Gd,138.0,Y,Norm,Norm,SBrkr,216.0,TA,Gd,Wd Sdng,ImStucc,1.0,PConc,2.0,Typ,983.0,3.0,TA,RFn,TA,Attchd,1993.0,2418.0,1.0,GasA,Ex,2Story,1.0,Gd,Lvl,Gtl,10542.0,Inside,Reg,0.0,60,RL,651.0,BrkFace,0.0,8,NoRidge,154.0,5,7.0,Y,0.0,CompShg,Hip,Normal,WD,0.0,Pave,9.0,1311.0,3729.0,AllPub,250.0,1993.0,1994.0,2008
719,,971.0,0.0,0.0,3.0,1Fam,TA,Gd,523.0,0.0,ALQ,Unf,0.0,0.0,Gd,448.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,Plywood,1.0,CBlock,1.0,Typ,300.0,1.0,TA,Unf,TA,Attchd,1969.0,971.0,1.0,GasA,TA,1Story,1.0,TA,Lvl,Gtl,9920.0,Inside,IR1,0.0,20,RL,0.0,None,0.0,5,CollgCr,0.0,6,5.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,5.0,971.0,1942.0,AllPub,0.0,1969.0,1969.0,2006
720,,1742.0,0.0,0.0,2.0,1Fam,TA,Gd,1148.0,0.0,GLQ,Unf,1.0,0.0,Gd,594.0,Y,Norm,Norm,SBrkr,234.0,TA,Gd,HdBoard,HdBoard,1.0,PConc,2.0,Typ,564.0,2.0,TA,RFn,TA,Attchd,1985.0,1742.0,0.0,GasA,TA,1Story,1.0,Gd,Low,Mod,6563.0,CulDSac,IR1,0.0,120,RL,0.0,None,0.0,12,StoneBr,28.0,5,8.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,5.0,1742.0,3484.0,AllPub,114.0,1985.0,1985.0,2006
721,,848.0,0.0,0.0,1.0,TwnhsE,TA,Av,662.0,0.0,GLQ,Unf,1.0,0.0,Gd,186.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,0.0,PConc,1.0,Typ,420.0,2.0,TA,RFn,TA,Attchd,2004.0,848.0,0.0,GasA,Ex,1Story,1.0,Gd,Lvl,Gtl,4426.0,Inside,Reg,0.0,120,RM,169.0,BrkFace,0.0,5,CollgCr,0.0,5,6.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,3.0,848.0,1696.0,AllPub,160.0,2004.0,2004.0,2010
722,,864.0,0.0,0.0,3.0,1Fam,TA,No,191.0,0.0,ALQ,Unf,0.0,0.0,TA,673.0,Y,Norm,Norm,SBrkr,0.0,Gd,TA,MetalSd,MetalSd,0.0,CBlock,1.0,Typ,463.0,2.0,TA,Unf,TA,Detchd,1994.0,864.0,0.0,GasA,Ex,1Story,1.0,TA,Lvl,Gtl,8120.0,Inside,Reg,0.0,20,RL,0.0,None,0.0,7,NAmes,0.0,7,4.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,5.0,864.0,1728.0,AllPub,0.0,1970.0,1970.0,2009
723,,997.0,473.0,0.0,4.0,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,941.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,0.0,PConc,2.0,Typ,548.0,1.0,TA,Unf,TA,Detchd,1958.0,1470.0,0.0,GasA,Ex,1.5Fin,1.0,TA,Lvl,Gtl,8172.0,Inside,Reg,0.0,50,RL,0.0,None,0.0,5,Edwards,0.0,6,4.0,Y,0.0,CompShg,Gable,Normal,WD,156.0,Pave,7.0,941.0,2411.0,AllPub,0.0,1954.0,1972.0,2008
724,,1698.0,0.0,0.0,3.0,1Fam,TA,No,1234.0,0.0,GLQ,Unf,1.0,0.0,Ex,464.0,Y,Norm,Norm,SBrkr,0.0,TA,Ex,CemntBd,CmentBd,1.0,PConc,2.0,Typ,768.0,3.0,TA,Fin,TA,Attchd,2007.0,1698.0,0.0,GasA,Ex,1Story,1.0,Ex,Lvl,Gtl,13286.0,Inside,IR1,0.0,20,RL,340.0,Stone,0.0,2,Edwards,64.0,5,9.0,Y,0.0,CompShg,Hip,Normal,WD,0.0,Pave,8.0,1698.0,3396.0,AllPub,327.0,2007.0,2008.0,2009
725,,864.0,0.0,0.0,3.0,1Fam,TA,No,375.0,239.0,ALQ,BLQ,0.0,0.0,TA,250.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,Plywood,0.0,CBlock,1.0,Typ,660.0,2.0,TA,Unf,TA,Detchd,1989.0,864.0,0.0,GasA,TA,1Story,1.0,Gd,Lvl,Gtl,6960.0,Inside,Reg,0.0,20,RL,0.0,None,500.0,11,NAmes,0.0,6,4.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,5.0,864.0,1728.0,AllPub,96.0,1970.0,1970.0,2009
726,,1680.0,0.0,182.0,3.0,1Fam,TA,No,808.0,0.0,GLQ,Unf,1.0,0.0,Gd,72.0,Y,Norm,Norm,SBrkr,0.0,Gd,Gd,Wd Sdng,Plywood,1.0,CBlock,2.0,Typ,540.0,2.0,TA,Fin,TA,Attchd,1988.0,1680.0,0.0,GasA,Ex,1Story,1.0,Gd,Lvl,Gtl,21695.0,Corner,IR1,0.0,20,RL,260.0,BrkFace,0.0,12,Crawfor,44.0,9,6.0,Y,0.0,CompShg,Hip,Normal,WD,0.0,Pave,5.0,880.0,2560.0,AllPub,292.0,1988.0,2007.0,2009
727,,1232.0,0.0,0.0,2.0,1Fam,TA,Av,724.0,0.0,GLQ,Unf,1.0,0.0,Gd,508.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,0.0,PConc,2.0,Typ,632.0,2.0,TA,RFn,TA,Attchd,2007.0,1232.0,0.0,GasA,Ex,1Story,1.0,Gd,Lvl,Gtl,7314.0,Inside,Reg,0.0,20,RL,82.0,Stone,0.0,2,CollgCr,0.0,5,7.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,6.0,1232.0,2464.0,AllPub,132.0,2007.0,2007.0,2009
